,nzeros_p,nzeros_s,nzeros_p_denoised,nzeros_s_denoised,mean_p,mean_p_denoised,mean_s_denoised,std_p,std_s,std_p_denoised,std_s_denoised
0,312,25.04913902282715,197.0,376.0,19.172693252563477,24.99252700805664,25.10352325439453,6.097320079803467,0.7120174765586853,10.277111053466797,0.646976113319397
1,1,51.39155578613281,0.0,2.0,37.9912223815918,37.80976104736328,51.38678741455078,1.4944506883621216,0.32990482449531555,0.6514314413070679,0.3238634467124939
2,0,33.06984329223633,0.0,35.0,21.256752014160156,21.258512496948242,33.06781005859375,0.5653766393661499,0.7489681839942932,0.3563440144062042,0.728580892086029
3,86,53.42536163330078,40.0,1132.0,52.87118911743164,53.26242446899414,54.0283088684082,3.3543310165405273,0.6712499260902405,0.8206464052200317,2.06327748298645
4,5,35.23178482055664,6.0,15.0,21.342220306396484,21.47330665588379,35.20205307006836,3.614518165588379,0.25657564401626587,3.9600863456726074,0.25387346744537354
5,0,23.167497634887695,0.0,1.0,16.12812614440918,16.113140106201172,23.12394142150879,0.6958051323890686,0.40273377299308777,0.5407419204711914,0.380839467048645
6,227,33.740474700927734,344.0,608.0,26.228391647338867,29.939342498779297,33.73954391479492,5.469005584716797,0.7520623207092285,9.210480690002441,0.6745430827140808
7,395,26.868183135986328,574.0,1203.0,25.514097213745117,29.814870834350586,26.844276428222656,2.737213611602783,0.25645801424980164,11.547064781188965,0.1858266294002533
8,736,,1087.0,1488.0,53.512290954589844,53.21310043334961,59.16083908081055,6.808761119842529,,6.997901439666748,0.4125622510910034
9,50,20.87864875793457,59.0,627.0,20.18443489074707,21.23633575439453,20.864273071289062,1.7657731771469116,0.29788291454315186,6.167384147644043,1.3345439434051514
10,347,43.9400634765625,284.0,944.0,42.10755157470703,42.76527786254883,43.92219543457031,4.152868747711182,0.8161443471908569,3.2691540718078613,1.136177897453308
11,536,47.40723419189453,611.0,1416.0,51.71480178833008,51.58237075805664,57.30309295654297,4.518576622009277,20.912015914916992,5.165679931640625,7.997649669647217
12,0,14.141600608825684,0.0,0.0,5.204833507537842,5.189493656158447,14.105059623718262,0.37574073672294617,0.4169819951057434,0.2701330780982971,0.4244207739830017
13,3,54.27024841308594,1.0,0.0,44.71018981933594,44.708587646484375,54.24348068237305,1.2017885446548462,0.39680182933807373,0.2792668342590332,0.3952583372592926
14,2,46.33203125,0.0,40.0,31.186620712280273,30.847900390625,46.28147506713867,2.853243827819824,0.21118950843811035,1.7768685817718506,0.2070387601852417
15,1301,19.847999572753906,1141.0,1493.0,27.269550323486328,54.41328811645508,32.9471435546875,16.881553649902344,7.066842079162598,13.108200073242188,16.735944747924805
16,10,36.98318099975586,27.0,25.0,34.00606155395508,33.968685150146484,36.93851852416992,2.3340938091278076,0.5330420732498169,2.2719249725341797,0.5301337242126465
17,2,24.275453567504883,1.0,4.0,15.567851066589355,15.555656433105469,24.239065170288086,0.4914109408855438,0.489443302154541,1.1773853302001953,0.4641284644603729
18,8,56.000736236572266,2.0,1209.0,49.31182098388672,49.38585662841797,55.939552307128906,1.8568754196166992,1.5684268474578857,0.7882822155952454,1.582594871520996
