time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-12-23T03:35:21.190Z,60.024,-153.077666666667,3.15,-0.6,ml,4,152,,0.07,av,av92162571,2023-12-24T19:36:55.400Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.49,1.15,0.203999451273701,4,reviewed,av,av
2023-12-23T03:29:49.366Z,60.7004,-152.0291,84.4,1.9,ml,,,,0.56,ak,ak023gegtims,2024-01-09T22:00:36.498Z,"39 km WNW of Salamatof, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-23T03:20:38.747Z,59.6605,-151.236,49,1.5,ml,,,,0.21,ak,ak023gegrkf6,2024-01-09T22:00:42.992Z,"7 km N of Halibut Cove, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-23T02:31:14.646Z,60.3474,-150.4509,39.9,1.7,ml,,,,0.5,ak,ak023geg8ftb,2024-01-09T22:00:35.838Z,"24 km SE of Funny River, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-23T01:36:21.018Z,60.0107,-151.9478,69.2,1.5,ml,,,,0.51,ak,ak023gefo3at,2024-01-09T22:00:42.189Z,"13 km WNW of Happy Valley, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-23T00:56:35.918Z,60.7686,-151.8509,84,1.5,ml,,,,0.42,ak,ak023gef6z5z,2024-01-09T22:00:41.560Z,"31 km WNW of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-23T00:35:13.050Z,60.6537,-151.0834,55.3,1.9,ml,,,,0.6,ak,ak023gef2fc1,2024-01-09T22:00:34.746Z,"11 km ESE of Nikiski, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-23T00:21:47.781Z,60.9118,-151.7821,80.9,1.7,ml,,,,0.49,ak,ak023geezh38,2024-01-09T22:00:34.336Z,"36 km NW of Nikiski, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-22T22:41:56.292Z,59.8941,-152.8898,101.9,1.8,ml,,,,0.37,ak,ak023gd4nztb,2024-01-06T03:00:17.805Z,"60 km WNW of Anchor Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-22T19:08:07.180Z,60.0335,-153.073166666667,-2.5,-0.58,ml,5,111,,0.14,av,av92162151,2023-12-23T00:19:43.780Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.31,2.44,0.424362067157908,4,reviewed,av,av
2023-12-22T18:29:28.962Z,60.2256,-150.9652,71.2,1.7,ml,,,,0.63,ak,ak023gd27mot,2024-01-06T03:00:15.747Z,"21 km SE of Kasilof, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-22T16:55:17.403Z,60.2004,-152.4251,95.1,1.6,ml,,,,0.3,ak,ak023gd16b7g,2024-01-06T03:00:20.732Z,"45 km WNW of Ninilchik, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-12-22T16:47:11.800Z,60.036,-153.066666666667,0.43,-0.72,ml,5,126,,0.09,av,av92162021,2023-12-23T00:00:21.730Z,"64 km ENE of Pedro Bay, Alaska",earthquake,0.45,1.33,0.497318634166749,5,reviewed,av,av
2023-12-22T15:33:44.820Z,60.0318333333333,-153.091,-1.95,-0.72,ml,5,111,,0.05,av,av91125458,2023-12-22T23:29:51.850Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.26,3.56,0.414542487453292,5,reviewed,av,av
2023-12-22T15:33:31.950Z,60.0298333333333,-153.095833333333,-1.02,-0.22,ml,5,117,,0.1,av,av92161956,2023-12-22T23:27:00.210Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.34,4.23,0.378888072033164,5,reviewed,av,av
2023-12-22T15:15:25.658Z,60.7445,-152.2337,92.3,1.7,ml,,,,0.66,ak,ak023gd0cblh,2024-01-06T03:00:20.126Z,"51 km W of Nikiski, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-12-22T15:12:23.216Z,59.9191,-153.0903,110.9,1.7,ml,,,,0.3,ak,ak023gd0bo9d,2024-01-06T03:00:19.921Z,"58 km ENE of Pedro Bay, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-22T15:07:27.640Z,60.5973333333333,-153.156833333333,7.09,0.37,ml,5,318,,0.05,av,av92161936,2023-12-22T23:21:38.810Z,"77 km NE of Port Alsworth, Alaska",earthquake,0.63,1.55,0.137889871108956,5,reviewed,av,av
2023-12-22T13:59:35.620Z,60.5778333333333,-152.79,7.89,-0.33,ml,6,177,,0.06,av,av91125453,2023-12-22T23:06:27.640Z,"80 km W of Salamatof, Alaska",earthquake,0.35,0.66,0.133360559336642,6,reviewed,av,av
2023-12-22T13:22:58.540Z,58.2898333333333,-154.977166666667,3.24,0.1,ml,10,135,,0.21,av,av92161891,2023-12-22T22:56:54.530Z,"86 km NNW of Karluk, Alaska",earthquake,0.39,1.13,0.207400253777352,10,reviewed,av,av
2023-12-22T13:08:37.570Z,58.5551666666667,-154.883833333333,-0.57,0.43,ml,11,143,,0.17,av,av92161886,2024-01-06T02:58:36.997Z,"98 km S of Kokhanok, Alaska",earthquake,0.28,1.06,0.173346441855056,12,reviewed,av,av
2023-12-22T12:54:19.050Z,60.426,-152.723666666667,10.99,0.12,ml,9,154,,0.05,av,av92161881,2023-12-22T22:41:28.150Z,"71 km NW of Ninilchik, Alaska",earthquake,0.38,0.28,0.231923742459594,9,reviewed,av,av
2023-12-22T11:55:37.630Z,59.3643333333333,-153.453333333333,-1.2,-0.45,ml,6,87,,0.31,av,av91125438,2023-12-22T22:14:02.680Z,"59 km SE of Pedro Bay, Alaska",earthquake,0.43,1.39,0.307258374984621,6,reviewed,av,av
2023-12-22T11:10:51.021Z,59.0407,-153.8046,100.9,1.7,ml,,,,0.33,ak,ak023gcxxkjy,2024-01-06T02:13:42.182Z,"69 km SE of Pope-Vannoy Landing, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-22T10:50:48.800Z,59.3655,-153.433333333333,-0.5,-0.54,ml,5,156,,0.13,av,av91125428,2023-12-22T21:55:25.330Z,"60 km SE of Pedro Bay, Alaska",earthquake,0.29,0.51,0.0568560880578635,5,reviewed,av,av
2023-12-22T10:23:17.959Z,59.3722,-152.9813,86.6,1.6,ml,,,,0.24,ak,ak023gcxeupf,2024-01-06T02:13:41.733Z,"60 km W of Nanwalek, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-22T09:40:58.445Z,60.1807,-151.1188,63.3,1.5,ml,,,,0.49,ak,ak023gcwx5ez,2024-01-06T02:13:38.474Z,"16 km ESE of Clam Gulch, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-22T08:11:29.120Z,60.0615,-153.082666666667,4.56,-0.61,ml,5,207,,0.14,av,av92161676,2023-12-22T20:41:05.060Z,"64 km ENE of Pedro Bay, Alaska",earthquake,0.89,1.07,0.219492278259495,5,reviewed,av,av
2023-12-22T06:28:56.611Z,59.9734,-152.8892,118.5,3.1,ml,,,,0.65,ak,ak023gcv29ry,2024-02-27T22:57:04.040Z,"63 km WNW of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-22T05:10:59.216Z,60.1563,-152.6852,90.1,1.4,ml,,,,0.24,ak,ak023gcuczk1,2024-01-06T02:13:40.705Z,"57 km WNW of Ninilchik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-22T04:15:16.200Z,60.0001666666667,-153.073833333333,0.07,-0.98,ml,5,118,,0.14,av,av92161466,2023-12-22T20:02:26.520Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.34,2.1,0.202771910036627,5,reviewed,av,av
2023-12-22T03:44:28.844Z,59.8776,-153.43,131.4,1.9,ml,,,,0.67,ak,ak023gctdcn6,2024-01-06T02:13:34.666Z,"39 km ENE of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-22T03:31:24.138Z,60.6636,-151.2607,65.7,1.7,ml,,,,0.64,ak,ak023gctajpc,2024-01-06T02:13:34.186Z,"3 km SSE of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-22T03:14:35.780Z,59.6657,-153.1835,99.7,1.8,ml,,,,0.33,ak,ak023gct6xei,2024-01-06T02:13:40.479Z,"53 km ESE of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-22T01:54:30.542Z,59.4586,-152.7803,78.8,2.1,ml,,,,0.56,ak,ak023gcs8md7,2024-01-06T02:13:33.183Z,"50 km WNW of Nanwalek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-22T01:48:44.706Z,59.85,-153.221,113,1.9,ml,,,,0.43,ak,ak023gcs7d6l,2024-01-06T02:13:32.929Z,"50 km E of Pedro Bay, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-22T01:11:30.928Z,60.6073,-152.0656,100.5,1.6,ml,,,,0.26,ak,ak023gcrzeo4,2024-01-06T02:13:39.627Z,"40 km W of Salamatof, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-21T23:52:02.731Z,59.8042,-153.2622,108.4,1.9,ml,,,,0.54,ak,ak023gbhsbjl,2024-01-08T15:39:04.583Z,"47 km E of Pedro Bay, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-21T22:14:19.497Z,60.4179,-152.4149,94,3.4,ml,,,,0.71,ak,ak023gbgys2j,2024-02-27T22:57:04.040Z,"58 km NW of Ninilchik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-21T19:46:53.975Z,60.2399,-153.5788,177.8,2.6,ml,,,,0.65,ak,ak023gbfdetw,2024-02-27T22:57:03.040Z,"41 km E of Port Alsworth, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-21T17:53:39.020Z,57.5796,-154.8181,3.3,1.6,ml,,,,0.47,ak,ak023gbe80hg,2024-01-08T15:38:59.755Z,"21 km W of Karluk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-21T17:41:00.675Z,59.846,-152.8807,84.9,1.5,ml,,,,0.23,ak,ak023gbe5d03,2024-01-08T15:39:07.900Z,"59 km W of Anchor Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-21T17:22:13.986Z,59.5917,-152.9792,96.7,1.7,ml,,,,0.39,ak,ak023gbe1bfa,2024-01-08T15:39:07.461Z,"65 km WNW of Nanwalek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-21T16:14:30.503Z,60.2646,-153.7348,187,3.1,ml,,,,0.58,ak,ak023gbde7b2,2024-02-27T22:57:03.040Z,"32 km ENE of Port Alsworth, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-21T13:16:15.500Z,60.8951,-152.0394,91.6,1.6,ml,,,,0.31,ak,ak023gbbmatq,2024-01-08T15:39:05.844Z,"46 km WNW of Nikiski, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-21T13:06:21.176Z,60.3284,-151.8189,71.4,1.8,ml,,,,0.41,ak,ak023gbbk64j,2024-01-08T15:38:56.330Z,"25 km WNW of Clam Gulch, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-21T12:43:33.280Z,60.0486666666667,-153.077333333333,0.61,-0.14,ml,4,191,,0.07,av,av92160666,2023-12-22T03:31:26.850Z,"64 km ENE of Pedro Bay, Alaska",earthquake,0.37,0.3,0.362789439449528,4,reviewed,av,av
2023-12-21T12:09:31.838Z,59.6847,-153.2838,104.7,2,ml,,,,0.37,ak,ak023gbazef5,2024-01-08T15:38:55.846Z,"47 km ESE of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-21T09:49:25.400Z,58.3698,-152.5818,38.7,1.7,ml,,,,0.57,ak,ak023gb9fnss,2024-01-05T21:08:01.124Z,"39 km NNE of Aleneva, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-12-21T09:33:34.242Z,59.0586,-154.0796,105.2,1.6,ml,,,,0.51,ak,ak023gb9c90w,2024-01-05T21:08:00.919Z,"58 km SE of Kokhanok, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-12-21T08:58:46.300Z,60.0423333333333,-153.059666666667,0.86,-1.03,ml,6,85,,0.07,av,av92160571,2023-12-22T02:07:45.100Z,"65 km ENE of Pedro Bay, Alaska",earthquake,0.26,0.31,0.390924365452983,6,reviewed,av,av
2023-12-21T07:53:34.410Z,60.0471666666667,-153.049166666667,3.25,-0.57,ml,5,188,,0.23,av,av92160526,2023-12-22T05:12:16.960Z,"65 km ENE of Pedro Bay, Alaska",earthquake,1.13,1.47,0.35131982880865,5,reviewed,av,av
2023-12-21T07:37:33.015Z,60.48,-152.7141,120.6,1.7,ml,,,,0.28,ak,ak023gb868l1,2024-01-05T21:08:00.276Z,"75 km NW of Ninilchik, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-12-21T07:35:56.306Z,59.9488,-152.5561,96.9,1.6,ml,,,,0.32,ak,ak023gb85uy6,2024-01-05T21:08:00.489Z,"44 km WNW of Anchor Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-21T07:20:34.512Z,60.3243,-153.0816,130.5,1.7,ml,,,,0.64,ak,ak023gb82liz,2024-01-05T21:08:00.061Z,"69 km E of Port Alsworth, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-21T06:23:25.863Z,59.9918,-152.7774,94.2,1.7,ml,,,,0.4,ak,ak023gb7hsei,2024-01-05T21:07:54.666Z,"58 km WNW of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-21T04:51:18.202Z,59.7912,-153.5089,124.1,1.9,ml,,,,0.57,ak,ak023gb6gxwo,2024-01-05T21:07:53.746Z,"33 km E of Pedro Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-21T04:26:10.950Z,60.0701666666667,-153.0785,1.93,-0.42,ml,5,258,,0.09,av,av92160411,2023-12-21T22:28:16.200Z,"65 km ENE of Pedro Bay, Alaska",earthquake,0.65,0.57,0.292986383983786,4,reviewed,av,av
2023-12-21T03:43:15.781Z,60.2545,-152.8378,116.7,1.8,ml,,,,0.53,ak,ak023gb5tr3n,2024-01-05T21:07:53.044Z,"68 km WNW of Ninilchik, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-21T03:22:05.920Z,58.238,-154.924166666667,15.33,-0.57,ml,6,246,,0.12,av,av91125213,2023-12-21T22:05:54.730Z,"79 km NNW of Karluk, Alaska",earthquake,0.77,0.84,0.188110103906095,7,reviewed,av,av
2023-12-21T03:21:43.920Z,58.2535,-154.896833333333,14.12,-0.22,ml,6,178,,0.16,av,av91125208,2023-12-21T21:53:08.510Z,"80 km NNW of Karluk, Alaska",earthquake,0.79,1.36,0.325452208054733,6,reviewed,av,av
2023-12-21T03:17:44.660Z,60.0143333333333,-153.084,-0.14,-0.91,ml,5,105,,0.18,av,av92160361,2023-12-21T21:38:52.750Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.38,2.97,0.313392002251673,5,reviewed,av,av
2023-12-21T02:35:44.530Z,60.0445,-153.084,-2.65,-0.6,ml,5,100,,0.11,av,av92160321,2023-12-21T21:15:03.580Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.29,1.78,0.467436515198157,5,reviewed,av,av
2023-12-21T02:16:20.188Z,60.1097,-152.781,105.2,1.8,ml,,,,0.43,ak,ak023gb52j0y,2024-01-05T21:07:52.000Z,"61 km WNW of Happy Valley, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-21T01:45:48.250Z,59.3596666666667,-153.432666666667,-0.71,0.73,ml,8,91,,0.1,av,av92160276,2023-12-21T21:10:00.170Z,"60 km SE of Pedro Bay, Alaska",earthquake,0.14,0.24,0.172697011151423,8,reviewed,av,av
2023-12-21T01:28:12.072Z,60.1949,-151.4071,55.5,1.7,ml,,,,0.61,ak,ak023gb4jnwl,2024-01-05T21:07:51.337Z,"4 km S of Clam Gulch, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-20T22:46:44.860Z,59.358,-153.4355,-0.68,0.36,ml,5,162,,0.08,av,av92160171,2023-12-21T03:43:20.740Z,"61 km SE of Pedro Bay, Alaska",earthquake,0.15,0.16,0.17974697631274,5,reviewed,av,av
2023-12-20T22:31:28.276Z,60.3373,-153.0324,126.9,2.1,ml,,,,0.61,ak,ak023g9tj3ha,2024-01-07T01:05:35.675Z,"72 km ENE of Port Alsworth, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-20T22:20:03.786Z,60.0594,-153.064,114.3,1.6,ml,,,,0.41,ak,ak023g9tgoqi,2024-01-07T01:05:41.168Z,"65 km ENE of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-20T20:49:50.091Z,60.3284,-150.3275,55.1,3,ml,,,,0.79,ak,ak023g9sg4tn,2024-02-27T22:57:02.040Z,"30 km SE of Funny River, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-20T20:36:18.695Z,57.7947,-154.5202,59.5,1.7,ml,,,,0.74,ak,ak023g9sda6u,2024-01-07T01:05:33.246Z,"25 km N of Karluk, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-20T20:00:08.140Z,60.5798333333333,-152.819666666667,5.17,0.05,ml,5,186,,0.07,av,av92160016,2023-12-21T03:10:08.650Z,"82 km W of Salamatof, Alaska",earthquake,0.35,1,0.348132242323797,5,reviewed,av,av
2023-12-20T19:30:53.597Z,59.8423,-152.1942,72,1.3,ml,,,,0.39,ak,ak023g9rqmxb,2024-01-07T01:05:40.559Z,"21 km WNW of Anchor Point, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-12-20T19:24:11.470Z,60.0421666666667,-153.090166666667,0.31,-0.54,ml,4,196,,0.07,av,av92160001,2023-12-21T03:01:55.500Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.39,1.14,0.316651396055569,4,reviewed,av,av
2023-12-20T18:53:22.049Z,59.24,-151.8625,63.5,1.4,ml,,,,0.56,ak,ak023g9ra2cs,2024-01-07T01:05:40.358Z,"12 km S of Port Graham, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-20T18:45:08.788Z,59.0693,-153.1274,77.6,1.6,ml,,,,0.45,ak,ak023g9r8axu,2024-01-07T01:05:31.126Z,"75 km WSW of Nanwalek, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-20T18:00:38.357Z,58.2665,-154.9424,4.1,1.5,ml,,,,0.82,ak,ak023g9qyqo0,2024-01-07T01:05:29.645Z,"82 km NNW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-20T17:32:57.779Z,59.6984,-153.1128,105.7,2.1,ml,,,,0.61,ak,ak023g9qk7fm,2024-01-07T01:05:29.135Z,"56 km E of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-20T16:32:36.631Z,60.2397,-152.4614,101.8,1.5,ml,,,,0.39,ak,ak023g9pyq8f,2024-01-07T01:05:38.396Z,"48 km WNW of Ninilchik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-20T16:09:35.825Z,59.9511,-150.9027,47.6,1.4,ml,,,,0.58,ak,ak023g9ptson,2024-01-07T01:05:28.445Z,"10 km NNE of Fox River, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-20T14:03:18.733Z,60.1249,-152.4895,90.7,2,ml,,,,0.53,ak,ak023g9olltl,2024-01-07T01:05:26.684Z,"46 km W of Ninilchik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-20T13:56:23.550Z,58.2615,-154.895166666667,4.94,-0.01,ml,9,161,,0.27,av,av92159791,2023-12-21T01:59:48.240Z,"81 km NNW of Karluk, Alaska",earthquake,0.64,2.63,0.189181934843576,9,reviewed,av,av
2023-12-20T13:31:37.019Z,60.9384,-150.7218,43.3,1.3,ml,,,,0.54,ak,ak023g9o67qd,2024-01-07T01:05:37.946Z,"2 km NW of Point Possession, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-20T13:17:34.426Z,59.9191,-152.7182,100.5,1.6,ml,,,,0.44,ak,ak023g9o37ia,2024-01-07T01:05:37.715Z,"52 km WNW of Anchor Point, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2023-12-20T12:54:18.811Z,60.9407,-150.6402,63.5,1.4,ml,,,,0.52,ak,ak023g9npo6x,2024-01-07T01:05:37.507Z,"3 km NE of Point Possession, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-12-20T12:15:47.062Z,59.6077,-152.4785,89.2,1.6,ml,,,,0.59,ak,ak023g9nhce7,2024-01-07T01:05:25.692Z,"41 km WSW of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-12-20T11:40:12.570Z,58.2966666666667,-154.9775,2.51,-0.57,ml,6,148,,0.09,av,av91125128,2023-12-21T01:03:19.220Z,"86 km NNW of Karluk, Alaska",earthquake,0.27,0.48,0.250160112744335,6,reviewed,av,av
2023-12-20T10:58:46.687Z,60.0324,-151.9576,62.7,1.4,ml,,,,0.44,ak,ak023g9mjpzw,2024-01-05T02:21:11.526Z,"15 km NW of Happy Valley, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-20T10:31:55.869Z,60.0278,-152.3436,72.9,1.3,ml,,,,0.53,ak,ak023g9mdy9e,2024-01-05T02:21:07.940Z,"35 km WNW of Happy Valley, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-20T10:20:52.786Z,60.1797,-152.6133,85.2,1.5,ml,,,,0.43,ak,ak023g9mbla1,2024-01-05T02:21:07.705Z,"54 km WNW of Ninilchik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-20T09:21:40.360Z,59.9654,-152.8623,108.6,1.6,ml,,,,0.45,ak,ak023g9lqces,2024-01-05T02:21:11.105Z,"61 km WNW of Anchor Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-20T06:21:15.484Z,59.9132,-151.6462,71.6,1.9,ml,,,,0.58,ak,ak023g9jxzns,2024-01-05T02:21:04.835Z,"6 km SE of Happy Valley, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-20T05:05:35.150Z,58.2883333333333,-154.970666666667,2.64,-0.59,ml,8,139,,0.15,av,av91125103,2023-12-20T23:28:24.960Z,"85 km NNW of Karluk, Alaska",earthquake,0.3,0.51,0.252715284286231,8,reviewed,av,av
2023-12-20T03:52:54.916Z,60.1408,-153.2376,140.5,1.9,ml,,,,0.52,ak,ak023g9icf1f,2024-02-27T22:57:02.040Z,"60 km E of Port Alsworth, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-20T03:07:41.097Z,60.367,-150.705,44.7,1.8,ml,,,,0.5,ak,ak023g9i2qqn,2024-01-05T02:21:02.638Z,"15 km SSE of Funny River, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-20T02:10:32.127Z,59.9833,-152.7848,96.9,2.1,ml,,,,0.39,ak,ak023g9hhxls,2024-01-05T02:21:01.462Z,"58 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-20T01:52:41.694Z,59.1774,-152.4596,60.1,1.6,ml,,,,0.41,ak,ak023g9h5ivd,2024-01-05T02:21:09.225Z,"36 km WSW of Nanwalek, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-20T01:10:10.389Z,60.9887,-151.6368,75.2,1.5,ml,,,,0.44,ak,ak023g9gwgib,2024-01-05T02:21:00.441Z,"28 km WSW of Tyonek, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-12-20T00:50:25.277Z,59.8805,-152.7011,79.4,1.5,ml,,,,0.35,ak,ak023g9gjmkf,2024-01-05T02:21:09.027Z,"50 km WNW of Anchor Point, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-20T00:00:19.660Z,60.0766666666667,-152.989666666667,3.73,-0.46,ml,5,297,,0.17,av,av92159231,2023-12-20T20:56:09.380Z,"70 km ENE of Pedro Bay, Alaska",earthquake,1.08,1.25,0.294278241225975,5,reviewed,av,av
2023-12-19T22:28:26.551Z,58.771,-154.3218,91.3,1.8,ml,,,,0.38,ak,ak023g85z45x,2024-01-05T07:48:53.651Z,"78 km SSE of Kokhanok, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-19T21:34:35.096Z,59.816,-152.2224,83.3,1.8,ml,,,,0.33,ak,ak023g85ez1g,2024-01-05T07:48:53.039Z,"22 km W of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-19T20:16:05.604Z,58.5833,-154.841,3.7,1.4,ml,,,,0.34,ak,ak023g84pai8,2024-01-05T07:48:52.614Z,"95 km S of Kokhanok, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-19T20:13:30.047Z,59.6775,-153.2269,101.6,1.8,ml,,,,0.3,ak,ak023g84p11o,2024-01-05T07:48:58.770Z,"50 km ESE of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-19T20:11:40.514Z,59.7401,-152.8835,89.4,1.8,ml,,,,0.28,ak,ak023g84omf7,2024-01-05T07:48:59.207Z,"59 km W of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-19T19:50:18.590Z,60.0268333333333,-153.101,3.94,-0.22,ml,5,124,,0.06,av,av92159081,2023-12-20T04:02:22.020Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.44,0.97,0.193552942697316,5,reviewed,av,av
2023-12-19T19:49:13.375Z,60.598,-151.8444,76.8,1.8,ml,,,,0.44,ak,ak023g84b9wo,2024-01-05T07:48:52.383Z,"28 km W of Salamatof, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-12-19T16:00:44.380Z,60.0176666666667,-152.961833333333,1.01,-0.45,ml,5,274,,0.23,av,av92158966,2023-12-20T03:32:11.950Z,"68 km WNW of Anchor Point, Alaska",earthquake,1.56,0.44,0.137603004374267,5,reviewed,av,av
2023-12-19T13:55:09.364Z,60.2403,-150.9791,64.5,1.4,ml,,,,0.32,ak,ak023g80ryag,2024-01-05T07:48:55.477Z,"19 km ESE of Kasilof, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-19T12:38:56.111Z,59.8986,-152.5305,83.5,1.6,ml,,,,0.28,ak,ak023g802z4b,2024-01-05T07:48:55.054Z,"41 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-19T12:34:37.180Z,60.04,-153.051,2.32,-0.14,ml,4,165,,0.11,av,av92158826,2023-12-20T02:53:33.460Z,"65 km ENE of Pedro Bay, Alaska",earthquake,0.82,1.21,0.246498951662245,4,reviewed,av,av
2023-12-19T12:14:42.683Z,58.8037,-153.7225,9.1,1.3,ml,,,,0.64,ak,ak023g7zxswc,2024-01-05T07:48:54.854Z,"93 km SE of Kokhanok, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-12-19T12:09:18.303Z,58.375,-153.0925,55.1,1.7,ml,,,,0.31,ak,ak023g7zwofq,2024-01-05T07:48:54.640Z,"36 km NNW of Aleneva, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-12-19T11:32:58.167Z,60.0568,-150.3469,48.9,1.7,ml,,,,0.59,ak,ak023g7zg9cq,2024-01-05T04:11:48.636Z,"40 km ENE of Fox River, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-12-19T10:52:11.862Z,59.2261,-153.6771,118.5,1.9,ml,,,,0.49,ak,ak023g7yz0iq,2024-01-05T04:11:53.448Z,"59 km SE of Pope-Vannoy Landing, Alaska",earthquake,,0.2,,,reviewed,ak,ak
